Date,Time,1RSS(dB),2RSS(dB),RQly(%),RSNR(dB),ANT,RFMD,TPWR(mW),TRSS(dB),TQly(%),TSNR(dB),RxBt(V),Curr(A),Capa(mAh),Bat%(%),VSpd(m/s),Ptch(rad),Roll(rad),Yaw(rad),FM,GPS,GSpd(kmh),Hdg(°),Alt(m),Sats,Rud,Ele,Thr,Ail,P1,SA,SB,SC,SD,SE,LSW,CH1(us),CH2(us),CH3(us),CH4(us),CH5(us),CH6(us),CH7(us),CH8(us),CH9(us),CH10(us),CH11(us),CH12(us),CH13(us),CH14(us),CH15(us),CH16(us),CH17(us),CH18(us),CH19(us),CH20(us),CH21(us),CH22(us),CH23(us),CH24(us),CH25(us),CH26(us),CH27(us),CH28(us),CH29(us),CH30(us),CH31(us),CH32(us),TxBat(V)
26/12/2025,12:29:40.640,-77,0,100,10,0,7,100,-77,100,7,11.4,2.1,444,57,-0.6,0.08,0,-2.48,ANGL,37.242901 -115.804124,20.4,250.6,34,17,-1,-441,2,4,-251,1,-1,-1,-1,-1,0x0000000000000000,1501,1500,1282,1500,2012,988,988,988,1375,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
26/12/2025,12:29:42.640,-70,0,99,12,0,7,100,-67,100,14,11.4,2.1,444,57,-1.3,0.08,0,-2.48,ANGL,37.242901 -115.804124,20.4,250.6,34,17,0,-445,-222,674,-254,1,-1,-1,-1,-1,0x0000000000000000,1839,1391,1280,1500,2012,988,988,988,1373,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
26/12/2025,12:29:44.640,-75,0,95,11,0,7,100,-70,100,12,11.4,2.1,444,57,-1.3,0.08,0,-2.48,ANGL,37.242587 -115.803795,24.4,190.8,24,18,0,-193,-597,235,-254,1,-1,-1,-1,-1,0x0000000000000000,1617,1202,1406,1500,2012,988,988,988,1373,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
26/12/2025,12:29:46.640,-65,0,97,12,0,7,100,-58,99,12,11.4,2.2,448,57,-1.3,0.08,0,-2.48,ANGL,37.242587 -115.803795,24.4,190.8,24,18,-2,73,-142,2,-254,1,-1,-1,-1,-1,0x0000000000000000,1500,1432,1538,1500,2012,988,988,988,1373,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
26/12/2025,12:29:48.640,-66,0,98,12,0,7,100,-59,100,13,11.4,2.2,448,57,-1.3,-0.01,0.04,-2.16,ANGL,37.242587 -115.803795,24.4,190.8,24,18,0,92,2,4,-251,1,-1,-1,-1,-1,0x0000000000000000,1501,1500,1548,1500,2012,988,988,988,1375,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
26/12/2025,12:29:50.640,-62,0,99,12,0,7,100,-52,100,13,11.4,2.2,448,57,0.9,-0.01,0.04,-2.16,ANGL,37.242587 -115.803795,24.4,190.8,24,18,0,92,1,1,-254,1,-1,-1,-1,-1,0x0000000000000000,1500,1500,1548,1500,2012,988,988,988,1373,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
26/12/2025,12:29:52.640,-67,0,98,12,0,7,100,-64,100,12,11.4,3.5,454,57,0.9,-0.01,0.04,-2.16,ANGL,37.242301 -115.803243,26.3,242.1,20,18,0,-161,26,5,-251,1,-1,-1,-1,-1,0x0000000000000000,1501,1506,1422,1500,2012,988,988,988,1375,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
26/12/2025,12:29:54.640,-70,0,99,12,0,7,100,-61,100,12,11.4,3.5,454,57,0.9,-0.11,0.03,-2.06,ANGL,37.242301 -115.803243,26.3,242.1,20,18,-1,-346,3,2,-251,1,-1,-1,-1,-1,0x0000000000000000,1500,1500,1329,1500,2012,988,988,988,1375,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
26/12/2025,12:29:56.640,-79,0,96,10,0,7,100,-74,100,12,11.4,3.5,454,57,-0.7,-0.11,0.03,-2.06,ANGL,37.242301 -115.803243,26.3,242.1,20,18,0,-393,-2,86,-254,1,-1,-1,-1,-1,0x0000000000000000,1542,1500,1306,1500,2012,988,988,988,1373,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
26/12/2025,12:29:58.640,-70,0,99,12,0,7,100,-66,100,14,11.4,3.5,454,57,-0.7,-0.11,0.03,-2.06,ANGL,37.242087 -115.802575,24.2,229.6,22,19,0,-393,15,762,-254,1,-1,-1,-1,-1,0x0000000000000000,1883,1500,1306,1500,2012,988,988,988,1373,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
26/12/2025,12:30:00.640,-63,0,100,12,0,7,100,-55,100,12,11.4,2.2,459,57,-0.7,0.1,0.31,-2.22,ANGL,37.242087 -115.802575,24.2,229.6,22,19,-1,-391,3,4,-251,1,-1,-1,-1,-1,0x0000000000000000,1501,1500,1307,1500,2012,988,988,988,1375,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
26/12/2025,12:30:02.640,-60,0,100,12,0,7,100,-52,100,13,11.4,2.2,459,57,-1,0.1,0.31,-2.22,ANGL,37.242087 -115.802575,24.2,229.6,22,19,0,-394,3,4,-254,1,-1,-1,-1,-1,0x0000000000000000,1501,1500,1305,1500,2012,988,988,988,1373,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
26/12/2025,12:30:04.640,-66,0,100,12,0,7,100,-68,100,12,11.4,2.2,459,57,-1,0.1,0.31,-2.22,ANGL,37.241864 -115.801986,27.9,258.6,13,18,0,-394,-1,608,-254,1,-1,-1,-1,-1,0x0000000000000000,1805,1500,1305,1500,2012,988,988,988,1373,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
26/12/2025,12:30:06.640,-57,0,100,12,0,7,100,-51,100,12,11.4,2.3,463,56,-1,0.1,0.31,-2.22,ANGL,37.241864 -115.801986,27.9,258.6,13,18,0,-393,2,4,-254,1,-1,-1,-1,-1,0x0000000000000000,1501,1500,1306,1500,2012,988,988,988,1373,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
26/12/2025,12:30:08.640,-66,0,99,12,0,7,100,-54,100,12,11.4,2.3,463,56,-1,0.08,0.16,-1.58,ANGL,37.241864 -115.801986,27.9,258.6,13,18,1,-352,-3,8,-254,1,-1,-1,-1,-1,0x0000000000000000,1503,1500,1326,1500,2012,988,988,988,1373,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
26/12/2025,12:30:10.640,-56,0,99,12,0,7,100,-46,100,12,11.4,2.3,463,56,-0.8,0.08,0.16,-1.58,ANGL,37.241864 -115.801986,27.9,258.6,13,18,2,-310,-52,5,-254,1,-1,-1,-1,-1,0x0000000000000000,1501,1477,1347,1500,2012,988,988,988,1373,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
26/12/2025,12:30:12.640,-46,0,100,12,0,7,100,-37,100,13,11.4,2.4,467,56,-0.8,0.08,0.16,-1.58,ANGL,37.241820 -115.801201,29.6,284.7,4,18,-1,-990,-83,4,-251,1,-1,-1,-1,-1,0x0000000000000000,1501,1462,1007,1500,2012,988,988,988,1375,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
26/12/2025,12:30:14.640,-54,0,100,13,0,7,100,-50,100,12,11.4,2.4,467,56,-0.8,-0.14,-0.02,-1.38,ANGL,37.241820 -115.801201,29.6,284.7,4,18,-1,-1003,-1024,-3,-251,1,-1,-1,-1,-1,0x0000000000000000,1500,988,1001,1500,2012,988,988,988,1375,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
26/12/2025,12:30:16.640,-42,0,100,13,0,7,100,-34,100,13,11.4,2.4,467,56,-2.3,-0.14,-0.02,-1.38,ANGL,37.241820 -115.801201,29.6,284.7,4,18,0,-1005,3,2,-254,1,-1,-1,-1,-1,0x0000000000000000,1500,1500,1000,1500,2012,988,988,988,1373,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
26/12/2025,12:30:18.640,-40,0,100,13,0,7,100,-32,100,12,11.4,2.4,467,56,-2.3,-0.14,-0.02,-1.38,ANGL,37.241978 -115.800466,0.3,304.5,-2,19,0,-1005,3,2,-254,1,-1,-1,-1,-1,0x0000000000000000,1500,1500,1000,1500,2012,988,988,988,1373,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
26/12/2025,12:30:20.640,-34,0,100,13,0,7,100,-28,100,13,11.4,1.9,471,56,-2.3,0.09,0.03,-1.88,ANGL,37.241978 -115.800466,0.3,304.5,-2,19,0,-1006,3,4,-251,1,-1,-1,-1,-1,0x0000000000000000,1501,1500,999,1500,2012,988,988,988,1375,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
